text,target,clean_txt,Message_Length,Word_Count,Avg_Word,Unique_Words,Stopwords,#_Count
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added gratuity bill since party larger   didnt expect tip,138,28,3.9642857142857144,25,15,0
An absolute must visit!,1,absolute must visit,23,4,5.0,4,1,0
There is nothing authentic about this place.,0,nothing authentic place,44,7,5.428571428571429,7,4,0
Don't waste your time here.,0,waste time,27,5,4.6,5,2,0
I'll take my business dinner dollars elsewhere.,0,ill take business dinner dollars elsewhere,47,7,5.857142857142857,7,2,0
Omelets are to die for!,1,omelets die,23,5,3.8,5,2,0
Their chow mein is so good!,1,chow mein good,27,6,3.6666666666666665,6,3,0
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,seriously good pizza expertconnisseur topic,76,13,4.923076923076923,13,8,0
The scallop dish is quite appalling for value as well.,0,scallop dish quite appalling value well,54,10,4.5,10,4,0
Our server was very nice and attentive as were the other serving staff.,1,server nice attentive serving staff,71,13,4.538461538461538,13,8,0
Would not recommend to others.,0,would recommend others,30,5,5.2,5,3,0
You won't be disappointed.,1,wont disappointed,26,4,5.75,4,3,0
I wasn't really impressed with Strip Steak.,0,wasnt really impressed strip steak,43,7,5.285714285714286,7,3,0
My fella got the huevos rancheros and they didn't look too appealing.,0,fella got huevos rancheros didnt look appealing,69,12,4.833333333333333,12,6,0
Food quality has been horrible.,0,food quality horrible,31,5,5.4,5,2,0
"On a positive note, our server was very attentive and provided great service.",1,positive note server attentive provided great service,77,13,5.0,13,6,0
The patio seating was very comfortable.,1,patio seating comfortable,39,6,5.666666666666667,6,3,0
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,good going review place twice  hereas tribute place tribute event held last night,146,32,3.59375,25,18,0
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,outstanding little restaurant best food ever tasted,87,16,4.5,16,10,0
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,atmosphere modern hip maintaining touch coziness,72,12,5.083333333333333,12,6,0
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,never bland food surprised considering article read focused much spices flavor,127,23,4.565217391304348,23,12,0
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0, minutes waiting salad realized wasnt coming time soon,106,20,4.35,19,12,0
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,got food apparently never heard salt batter fish chewy,98,20,3.95,17,11,0
The cashier was friendly and even brought the food out to me.,1,cashier friendly even brought food,61,12,4.166666666666667,12,6,0
The atmosphere here is fun.,1,atmosphere fun,27,5,4.6,5,3,0
"I had strawberry tea, which was good.",1,strawberry tea good,37,7,4.428571428571429,7,4,0
The best place to go for a tasty bowl of Pho!,1,best place go tasty bowl pho,45,11,3.1818181818181817,11,5,0
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,ordered double cheeseburger  got single patty falling apart picture uploaded yeah still sucks,111,18,5.222222222222222,17,4,0
"Sorry, I will not be getting food from here anytime soon :(",0,sorry getting food anytime soon ,59,12,4.0,12,5,0
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks dylan recommendation order  yummy tummy,93,18,4.222222222222222,16,9,0
the staff is friendly and the joint is always clean.,1,staff friendly joint always clean,52,10,4.3,9,5,0
Awful service.,0,awful service,14,2,6.5,2,0,0
The service here is fair at best.,0,service fair best,33,7,3.857142857142857,7,4,0
"There is really nothing for me at postinos, hope your experience is better",0,really nothing postinos hope experience better,74,13,4.769230769230769,12,7,0
Do yourself a favor and stay away from this dish.,0,favor stay away dish,49,10,4.0,10,6,0
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,never hard rock casino never ever step forward,80,15,4.4,15,5,0
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,got sitting fairly fast ended waiting  minutes place order another  minutes food arrived,129,23,4.6521739130434785,22,7,0
What a great double cheeseburger!,1,great double cheeseburger,33,5,5.8,5,2,0
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dishes hot cold dishes close room tempi watched staff prepare food bare hands gloveseverything deep fried oil,147,26,4.6923076923076925,24,8,0
The live music on Fridays totally blows.,0,live music fridays totally blows,40,7,4.857142857142857,7,2,0
I recently tried Caballero's and I have been back every week since!,1,recently tried caballeros back every week since,67,12,4.666666666666667,12,5,0
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,building seems pretty neat bathroom pretty trippy wouldnt eat,100,17,4.9411764705882355,16,8,0
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,chicken got definitely reheated ok wedges cold soggy,90,17,4.352941176470588,15,9,0
This is one of the better buffets that I have been to.,1,one better buffets,54,12,3.5833333333333335,12,8,0
Crostini that came with the salad was stale.,0,crostini came salad stale,44,8,4.625,8,4,0
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,went bachi burger friends recommendation disappointed,77,13,5.0,13,7,0
The desserts were a bit strange.,0,desserts bit strange,32,6,4.5,6,3,0
Great service and food.,1,great service food,23,4,5.0,4,1,0
The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic,45,7,5.571428571428571,7,2,0
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualified worst version foods ever tasted,92,17,4.470588235294118,17,10,0
"You get incredibly fresh fish, prepared with care.",1,get incredibly fresh fish prepared care,50,8,5.375,8,3,0
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,regular toasted bread equally satisfying occasional pats butter mmmm,97,14,6.0,14,5,0
Not my thing.,0,thing,13,3,3.6666666666666665,3,2,0
The RI style calamari was a joke.,0,ri style calamari joke,33,7,3.857142857142857,7,3,0
Nothing special.,0,nothing special,16,2,7.5,2,0,0
Honeslty it didn't taste THAT fresh.),0,honeslty didnt taste fresh,37,6,5.333333333333333,6,3,0
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,bars vegas ever recall charged tap water,97,21,3.6666666666666665,20,15,0
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hated meal coconut shrimp friends really enjoy meals either,99,17,4.882352941176471,17,7,0
The waitresses are very friendly.,1,waitresses friendly,33,5,5.8,5,3,0
Service was fantastic.,1,service fantastic,22,3,6.666666666666667,3,1,0
Just had lunch here and had a great experience.,1,lunch great experience,47,9,4.333333333333333,8,6,0
Each day of the week they have a different deal and it's all so delicious!,1,day week different deal delicious,74,15,4.0,15,10,0
Reasonably priced also!,1,reasonably priced also,23,3,7.0,3,0,0
The service was terrible though.,0,service terrible though,32,5,5.6,5,2,0
Service was slow and not attentive.,0,service slow attentive,35,6,5.0,6,3,0
"The food is about on par with Denny's, which is to say, not good at all.",0,food par dennys say good,72,16,3.5625,15,10,0
The flair bartenders are absolutely amazing!,1,flair bartenders absolutely amazing,44,6,6.5,6,2,0
I love the Pho and the spring rolls oh so yummy you have to try.,1,love pho spring rolls oh yummy try,64,15,3.3333333333333335,14,8,0
Owner's are really great people.!,1,owners really great people,33,5,5.8,5,1,0
"Overall, I like this place a lot.",1,overall like place lot,33,7,3.857142857142857,7,4,0
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1,thought youd venture away get good sushi place really hit spot night,111,21,4.333333333333333,20,11,0
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,far sushi connoisseur definitely tell difference good food bad food certainly bad food,138,26,4.346153846153846,23,13,0
Never had anything to complain about here.,1,never anything complain,42,7,5.142857142857143,7,3,0
The service here leaves a lot to be desired.,0,service leaves lot desired,44,9,4.0,9,5,0
My gyro was basically lettuce only.,0,gyro basically lettuce,35,6,5.0,6,2,0
"Come hungry, leave happy and stuffed!",1,come hungry leave happy stuffed,37,6,5.333333333333333,6,1,0
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,got enjoy seafood salad fabulous vinegrette,61,11,4.636363636363637,11,5,0
The Han Nan Chicken was also very tasty.,1,han nan chicken also tasty,40,8,4.125,8,4,0
They also have the best cheese crisp in town.,1,also best cheese crisp town,45,9,4.111111111111111,9,5,0
The food was excellent and service was very good.,1,food excellent service good,49,9,4.555555555555555,8,5,0
Great Pizza and Salads!,1,great pizza salads,23,4,5.0,4,1,0
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,lobster bisque bussell sprouts risotto filet needed salt pepperand course none tables,118,19,5.2631578947368425,19,7,0
This was like the final blow!,0,like final blow,29,6,4.0,6,4,0
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone likes beer ice cold case even colder,84,16,4.3125,16,6,0
No complaints!,1,complaints,14,2,6.5,2,1,0
Good beer & drink selection and good food selection.,1,good beer  drink selection good food selection,52,9,4.888888888888889,9,1,0
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,insults profound deuchebaggery go outside smoke break serving solidify,107,18,5.0,17,8,0
Not good by any stretch of the imagination.,0,good stretch imagination,43,8,4.5,8,5,0
RUDE & INCONSIDERATE MANAGEMENT.,0,rude  inconsiderate management,32,4,7.25,4,0,0
I swung in to give them a try but was deeply disappointed.,0,swung give try deeply disappointed,58,12,3.9166666666666665,12,7,0
Horrible - don't waste your time and money.,0,horrible  waste time money,43,8,4.5,8,3,0
The chefs were friendly and did a good job.,1,chefs friendly good job,43,9,3.888888888888889,9,5,0
"When my order arrived, one of the gyros was missing.",0,order arrived one gyros missing,52,10,4.3,10,5,0
Service is perfect and the family atmosphere is nice to see.,1,service perfect family atmosphere nice see,60,11,4.545454545454546,10,5,0
I don't think we'll be going back anytime soon.,0,think well going back anytime soon,47,9,4.333333333333333,9,4,0
"Oh this is such a thing of beauty, this restaurant.",1,oh thing beauty restaurant,51,10,4.2,9,6,0
What I really like there is the crepe station.,1,really like crepe station,46,9,4.222222222222222,9,6,0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,really sure joeys voted best hot dog valley readers phoenix magazine,99,19,4.2631578947368425,19,8,0
I loved the bacon wrapped dates.,1,loved bacon wrapped dates,32,6,4.5,6,2,0
Boy was that sucker dry!!.,0,boy sucker dry,26,5,4.4,5,2,0
"Strike 2, who wants to be rushed.",0,strike  wants rushed,33,7,3.857142857142857,7,3,0
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,like reviewer said couldnt pay eat place,78,15,4.266666666666667,15,8,0
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,breakfast perpared great beautiful presentation  giant slices toast lightly dusted powdered sugar,126,20,5.35,18,7,0
Terrible service!,0,terrible service,17,2,8.0,2,0,0
But I don't like it.,0,like,20,5,3.2,5,4,0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,cashier care ever say still ended wayyy overpriced,99,21,3.761904761904762,19,14,0
Tasted like dirt.,0,tasted like dirt,17,3,5.0,3,1,0
It wasn't busy at all and now we know why.,0,wasnt busy know,42,10,3.3,10,6,0
I can't tell you how disappointed I was.,0,cant tell disappointed,40,8,4.125,8,5,0
"Also, I feel like the chips are bought, not made in house.",0,also feel like chips bought made house,58,12,3.9166666666666665,12,6,0
The food was terrible.,0,food terrible,22,4,4.75,4,2,0
It was packed!!,0,packed,15,3,4.333333333333333,3,2,0
I'm not eating here!,0,eating,20,4,4.25,4,2,0
There was hardly any meat.,0,hardly meat,26,5,4.4,5,3,0
"If it were possible to give them zero stars, they'd have it.",0,possible give zero stars theyd,60,12,4.083333333333333,12,7,0
"It was extremely ""crumby"" and pretty tasteless.",0,extremely crumby pretty tasteless,47,7,5.857142857142857,7,3,0
"Good value, great food, great service.",1,good value great food great service,38,6,5.5,5,0,0
I could eat their bruschetta all day it is devine.,1,could eat bruschetta day devine,50,10,4.1,10,6,0
Service sucks.,0,service sucks,14,2,6.5,2,0,0
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing didnt enjoy crowd older crowd around mid ,85,18,3.7777777777777777,17,8,0
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,everything menu terrific also thrilled made amazing accommodations vegetarian daughter,127,20,5.4,20,11,0
Great place fo take out or eat in.,1,great place fo take eat,34,8,3.375,8,2,0
Dessert: Panna Cotta was amazing.,1,dessert panna cotta amazing,33,5,5.8,5,1,0
you can watch them preparing the delicious food!),1,watch preparing delicious food,49,8,5.25,8,4,0
I found a six inch long piece of wire in my salsa.,0,found six inch long piece wire salsa,50,12,3.25,12,5,0
And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,red curry much bamboo shoots wasnt tasty,72,15,3.8666666666666667,15,8,0
Damn good steak.,1,damn good steak,16,3,4.666666666666667,3,0,0
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despite hard rate businesses actually rare give  star,78,16,3.9375,16,7,0
The price is reasonable and the service is great.,1,price reasonable service great,49,9,4.555555555555555,8,5,0
Don't do it!!!!,0,,15,3,4.333333333333333,3,2,0
The Greek dressing was very creamy and flavorful.,1,greek dressing creamy flavorful,49,8,5.25,8,4,0
I don't know what kind it is but they have the best iced tea.,1,know kind best iced tea,61,14,3.4285714285714284,14,9,0
Great brunch spot.,1,great brunch spot,18,3,5.333333333333333,3,0,0
The seasonal fruit was fresh white peach puree.,1,seasonal fruit fresh white peach puree,47,8,5.0,8,2,0
The selection of food was not the best.,0,selection food best,39,8,4.0,8,5,0
"I know this is not like the other restaurants at all, something is very off here!",0,know like restaurants something,81,16,4.125,15,11,0
OMG I felt like I had never eaten Thai food until this dish.,1,omg felt like never eaten thai food dish,60,13,3.6923076923076925,12,6,0
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,point finger item menu order wont disappointed,82,16,4.1875,16,10,0
say bye bye to your tip lady!,0,say bye bye tip lady,29,7,3.2857142857142856,6,2,0
I didn't know pulled pork could be soooo delicious.,1,didnt know pulled pork could soooo delicious,51,9,4.777777777777778,9,4,0
Not much seafood and like 5 strings of pasta at the bottom.,0,much seafood like  strings pasta bottom,59,12,4.0,12,6,0
I'm super pissd.,0,super pissd,16,3,4.666666666666667,3,1,0
The Jamaican mojitos are delicious.,1,jamaican mojitos delicious,35,5,6.2,5,2,0
I will never go back to this place and will never ever recommended this place to anyone!,0,never go back place never ever recommended place anyone,88,17,4.235294117647059,12,7,0
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,116,21,4.571428571428571,19,11,0
I've never been more insulted or felt disrespected.,0,ive never insulted felt disrespected,51,8,5.5,8,4,0
Avoid at all cost!,0,avoid cost,18,4,3.75,4,2,0
"Our waiter was very attentive, friendly, and informative.",1,waiter attentive friendly informative,57,8,6.25,8,4,0
"After waiting an hour and being seated, I was not in the greatest of moods.",0,waiting hour seated greatest moods,75,15,4.066666666666666,15,10,0
The seafood was fresh and generous in portion.,1,seafood fresh generous portion,46,8,4.875,8,4,0
If there were zero stars I would give it zero stars.,0,zero stars would give zero stars,52,11,3.8181818181818183,10,6,0
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,based subpar service received effort show gratitude business wont going back,116,22,4.318181818181818,21,12,0
We waited for forty five minutes in vain.,0,waited forty five minutes vain,41,8,4.25,8,3,0
Total brunch fail.,0,total brunch fail,18,3,5.333333333333333,3,0,0
The bus boy on the other hand was so rude.,0,bus boy hand rude,42,10,3.3,10,6,0
The crêpe was delicate and thin and moist.,1,crêpe delicate thin moist,42,8,4.375,7,4,0
It was pretty gross!,0,pretty gross,20,4,4.25,4,2,0
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,much pasta love homemade hand made pastas thin pizzas,88,17,4.235294117647059,17,7,0
"And the drinks are WEAK, people!",0,drinks weak people,32,6,4.5,6,3,0
Food was average at best.,0,food average best,25,5,4.2,5,2,0
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,prices reasonable flavors spot sauce home made slaw drenched mayo,110,21,4.285714285714286,18,10,0
Worst food/service I've had in a while.,0,worst foodservice ive,39,7,4.714285714285714,7,4,0
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,much id like go back cant get passed atrocious service never return,95,19,4.052631578947368,19,10,0
very slow at seating even with reservation.,0,slow seating even reservation,43,7,5.285714285714286,7,3,0
So don't go there if you are looking for good food...,0,go looking good food,53,11,3.909090909090909,11,7,0
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,due fact took  minutes acknowledged another  minutes get foodand kept forgetting things,146,27,4.444444444444445,24,14,0
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,also combos like burger fries beer  decent deal,83,17,3.9411764705882355,16,10,0
Pretty good beer selection too.,1,pretty good beer selection,31,5,5.4,5,0,0
These are the nicest restaurant owners I've ever come across.,1,nicest restaurant owners ive ever come across,61,10,5.2,10,5,0
"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,poor service waiter made feel like stupid every time came table,88,18,3.9444444444444446,17,8,0
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go,146,28,4.25,24,13,0
Everything was perfect the night we were in.,1,everything perfect night,44,8,4.625,8,4,0
-Drinks took close to 30 minutes to come out at one point.,0,drinks took close  minutes come one point,58,12,3.9166666666666665,11,4,0
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,coming like experiencing underwhelming relationship parties cant wait person ask break,133,22,5.090909090909091,21,12,0
So flavorful and has just the perfect amount of heat.,1,flavorful perfect amount heat,53,10,4.4,10,6,0
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,pan cakes everyone raving taste like sugary disaster tailored palate six year old,110,21,4.285714285714286,20,9,0
I probably won't be coming back here.,0,probably wont coming back,37,7,4.428571428571429,7,3,0
"He also came back to check on us regularly, excellent service.",1,also came back check us regularly excellent service,62,11,4.7272727272727275,11,4,0
I would definitely recommend the wings as well as the pizza.,1,would definitely recommend wings well pizza,60,11,4.545454545454546,9,6,0
What a mistake.,0,mistake,15,3,4.333333333333333,3,2,0
By this time our side of the restaurant was almost empty so there was no excuse.,0,time side restaurant almost empty excuse,80,16,4.0625,15,10,0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryans bar definitely one edinburgh establishment wont revisiting,75,11,5.909090909090909,11,4,0
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,ordered voodoo pasta first time id really excellent pasta since going gluten free several years ago,126,23,4.521739130434782,21,9,0
The ambiance isn't much better.,0,ambiance isnt much better,31,5,5.4,5,2,0
We were promptly greeted and seated.,1,promptly greeted seated,36,6,5.166666666666667,6,3,0
If you stay in Vegas you must get breakfast here at least once.,1,stay vegas must get breakfast least,63,13,3.923076923076923,12,7,0
Once you get inside you'll be impressed with the place.,1,get inside youll impressed place,55,10,4.6,10,7,0
The roast beef sandwich tasted really good!,1,roast beef sandwich tasted really good,43,7,5.285714285714286,7,1,0
We were sat right on time and our server from the get go was FANTASTIC!,1,sat right time server get go fantastic,71,15,3.8,15,9,0
I miss it and wish they had one in Philadelphia!,1,miss wish one philadelphia,48,10,3.9,10,6,0
The only redeeming quality of the restaurant was that it was very inexpensive.,1,redeeming quality restaurant inexpensive,78,13,5.076923076923077,12,9,0
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,maybe vegetarian fare ive twice thought average best,96,18,4.388888888888889,18,11,0
Why are these sad little vegetables so overcooked?,0,sad little vegetables overcooked,50,8,5.375,8,4,0
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,live neighborhood disappointed wont back convenient location,106,20,4.35,19,13,0
I can take a little bad service but the food sucks.,0,take little bad service food sucks,51,11,3.727272727272727,11,5,0
I hope this place sticks around.,1,hope place sticks around,32,6,4.5,6,2,0
